host_timestamp,elapsed_seconds,voltage_v,raw_response,query_elapsed_ms
2026-08-25T15:29:43.966+09:00,10.375000,1.09446081e-07,+1.09446081E-07,0.043
2026-08-25T15:29:44.232+09:00,10.640000,1.06308543e-07,+1.06308543E-07,0.028
2026-08-25T15:29:44.483+09:00,10.890000,1.00188532e-07,+1.00188532E-07,0.037
2026-08-25T15:29:44.734+09:00,11.140000,9.18553443e-08,+9.18553443E-08,0.025
2026-08-25T15:29:44.986+09:00,11.390000,9.79883075e-08,+9.79883075E-08,0.021
2026-08-25T15:29:45.238+09:00,11.640000,8.4417576e-08,+8.44175760E-08,0.026
2026-08-25T15:29:45.490+09:00,11.890000,9.87794392e-08,+9.87794392E-08,0.037
2026-08-25T15:29:45.743+09:00,12.156000,9.53590056e-08,+9.53590056E-08,0.022
2026-08-25T15:29:45.996+09:00,12.406000,8.56026029e-08,+8.56026029E-08,0.035
2026-08-25T15:29:46.248+09:00,12.656000,9.54018152e-08,+9.54018152E-08,0.021
2026-08-25T15:29:46.498+09:00,12.906000,8.09549852e-08,+8.09549852E-08,0.022
2026-08-25T15:29:46.749+09:00,13.156000,9.53701069e-08,+9.53701069E-08,0.046
2026-08-25T15:29:47.002+09:00,13.406000,7.93963832e-08,+7.93963832E-08,0.032
2026-08-25T15:29:47.253+09:00,13.656000,7.76781829e-08,+7.76781829E-08,0.066
2026-08-25T15:29:47.506+09:00,13.906000,7.74945245e-08,+7.74945245E-08,0.016
2026-08-25T15:29:47.758+09:00,14.172000,7.72654577e-08,+7.72654577E-08,0.023
2026-08-25T15:29:48.009+09:00,14.422000,8.09838424e-08,+8.09838424E-08,0.016
2026-08-25T15:29:48.260+09:00,14.672000,7.62247017e-08,+7.62247017E-08,0.035
2026-08-25T15:29:48.526+09:00,14.937000,8.32075088e-08,+8.32075088E-08,0.021
2026-08-25T15:29:48.779+09:00,15.187000,8.27499741e-08,+8.27499741E-08,0.051
2026-08-25T15:29:49.029+09:00,15.437000,9.1936399e-08,+9.19363990E-08,0.018
2026-08-25T15:29:49.294+09:00,15.703000,8.41865583e-08,+8.41865583E-08,0.042
2026-08-25T15:29:49.546+09:00,15.953000,8.21212494e-08,+8.21212494E-08,0.013
2026-08-25T15:29:49.797+09:00,16.203000,8.06390422e-08,+8.06390422E-08,0.031
2026-08-25T15:29:50.048+09:00,16.453000,9.19615828e-08,+9.19615828E-08,0.021
2026-08-25T15:29:50.300+09:00,16.703000,9.0806887e-08,+9.08068870E-08,0.029
2026-08-25T15:29:50.552+09:00,16.953000,1.06126655e-07,+1.06126655E-07,0.045
2026-08-25T15:29:50.803+09:00,17.203000,9.81891166e-08,+9.81891166E-08,0.055
2026-08-25T15:29:51.053+09:00,17.453000,1.05112445e-07,+1.05112445E-07,0.021
2026-08-25T15:29:51.307+09:00,17.719000,1.03720783e-07,+1.03720783E-07,0.034
2026-08-25T15:29:51.560+09:00,17.969000,1.0380496e-07,+1.03804960E-07,0.021
2026-08-25T15:29:51.811+09:00,18.219000,1.13769548e-07,+1.13769548E-07,0.024
2026-08-25T15:29:52.062+09:00,18.469000,1.04008445e-07,+1.04008445E-07,0.021
2026-08-25T15:29:52.313+09:00,18.719000,1.1952681e-07,+1.19526810E-07,0.041
2026-08-25T15:29:52.565+09:00,18.969000,1.25038276e-07,+1.25038276E-07,0.045
2026-08-25T15:29:52.818+09:00,19.219000,1.22607246e-07,+1.22607246E-07,0.036
2026-08-25T15:29:53.069+09:00,19.469000,1.26137465e-07,+1.26137465E-07,0.026
2026-08-25T15:29:53.320+09:00,19.734000,1.25289224e-07,+1.25289224E-07,0.044
2026-08-25T15:29:53.571+09:00,19.984000,1.32423001e-07,+1.32423001E-07,0.019
2026-08-25T15:29:53.823+09:00,20.234000,1.34689804e-07,+1.34689804E-07,0.019
2026-08-25T15:29:54.074+09:00,20.484000,1.31713558e-07,+1.31713558E-07,0.036
2026-08-25T15:29:54.325+09:00,20.734000,1.47704094e-07,+1.47704094E-07,0.024
2026-08-25T15:29:54.577+09:00,20.984000,1.46315461e-07,+1.46315461E-07,0.049
2026-08-25T15:29:54.829+09:00,21.234000,1.46376884e-07,+1.46376884E-07,0.025
2026-08-25T15:29:55.082+09:00,21.484000,1.54609423e-07,+1.54609423E-07,0.025
2026-08-25T15:29:55.333+09:00,21.734000,1.47274581e-07,+1.47274581E-07,0.023
2026-08-25T15:29:55.584+09:00,21.984000,1.61514658e-07,+1.61514658E-07,0.017
2026-08-25T15:29:55.836+09:00,22.250000,1.54999427e-07,+1.54999427E-07,0.051
2026-08-25T15:29:56.089+09:00,22.500000,1.51329772e-07,+1.51329772E-07,0.045
2026-08-25T15:29:56.340+09:00,22.750000,1.55843311e-07,+1.55843311E-07,0.053
2026-08-25T15:29:56.606+09:00,23.015000,1.61885913e-07,+1.61885913E-07,0.021
2026-08-25T15:29:56.859+09:00,23.265000,1.53355109e-07,+1.53355109E-07,0.026
2026-08-25T15:29:57.109+09:00,23.515000,1.53527373e-07,+1.53527373E-07,0.019
2026-08-25T15:29:57.360+09:00,23.765000,1.68519978e-07,+1.68519978E-07,0.026
2026-08-25T15:29:57.610+09:00,24.015000,1.61852297e-07,+1.61852297E-07,0.020
2026-08-25T15:29:57.862+09:00,24.265000,1.53234269e-07,+1.53234269E-07,0.020
2026-08-25T15:29:58.114+09:00,24.515000,1.51732203e-07,+1.51732203E-07,0.032
2026-08-25T15:29:58.366+09:00,24.765000,1.58051322e-07,+1.58051322E-07,0.030
2026-08-25T15:29:58.616+09:00,25.015000,1.45883742e-07,+1.45883742E-07,0.045
2026-08-25T15:29:58.866+09:00,25.265000,1.58884846e-07,+1.58884846E-07,0.051
2026-08-25T15:29:59.117+09:00,25.531000,1.50629406e-07,+1.50629406E-07,0.044
2026-08-25T15:29:59.382+09:00,25.781000,1.47123772e-07,+1.47123772E-07,0.054
2026-08-25T15:29:59.632+09:00,26.031000,1.46165202e-07,+1.46165202E-07,0.019
2026-08-25T15:29:59.884+09:00,26.297000,1.43967298e-07,+1.43967298E-07,0.027
2026-08-25T15:30:00.146+09:00,26.547000,1.38454831e-07,+1.38454831E-07,0.028
2026-08-25T15:30:00.405+09:00,26.812000,1.44807989e-07,+1.44807989E-07,0.068
2026-08-25T15:30:00.669+09:00,27.078000,1.37395253e-07,+1.37395253E-07,0.043
2026-08-25T15:30:00.928+09:00,27.328000,1.41305831e-07,+1.41305831E-07,0.057
2026-08-25T15:30:01.192+09:00,27.594000,1.18634068e-07,+1.18634068E-07,0.025
2026-08-25T15:30:01.443+09:00,27.844000,1.31216086e-07,+1.31216086E-07,0.052
2026-08-25T15:30:01.695+09:00,28.094000,1.20412667e-07,+1.20412667E-07,0.045
2026-08-25T15:30:01.946+09:00,28.359000,1.13425934e-07,+1.13425934E-07,0.024
2026-08-25T15:30:02.198+09:00,28.609000,1.17969049e-07,+1.17969049E-07,0.029
2026-08-25T15:30:02.463+09:00,28.875000,1.1197516e-07,+1.11975160E-07,0.054
2026-08-25T15:30:02.716+09:00,29.125000,1.10395272e-07,+1.10395272E-07,0.022
2026-08-25T15:30:02.967+09:00,29.375000,1.09467801e-07,+1.09467801E-07,0.028
2026-08-25T15:30:03.217+09:00,29.625000,1.02055045e-07,+1.02055045E-07,0.029
2026-08-25T15:30:03.469+09:00,29.875000,1.03634645e-07,+1.03634645E-07,0.053
2026-08-25T15:30:03.720+09:00,30.125000,9.45171745e-08,+9.45171745E-08,0.045
2026-08-25T15:30:03.971+09:00,30.375000,9.05180915e-08,+9.05180915E-08,0.055
2026-08-25T15:30:04.223+09:00,30.625000,8.64202414e-08,+8.64202414E-08,0.020
2026-08-25T15:30:04.476+09:00,30.875000,9.08867983e-08,+9.08867983E-08,0.052
2026-08-25T15:30:04.728+09:00,31.140000,8.80629145e-08,+8.80629145E-08,0.027
2026-08-25T15:30:04.980+09:00,31.390000,8.01794719e-08,+8.01794719E-08,0.053
2026-08-25T15:30:05.233+09:00,31.640000,8.96232107e-08,+8.96232107E-08,0.038
2026-08-25T15:30:05.483+09:00,31.890000,7.1485736e-08,+7.14857360E-08,0.019
2026-08-25T15:30:05.748+09:00,32.156000,7.76889168e-08,+7.76889168E-08,0.016
2026-08-25T15:30:06.000+09:00,32.406000,8.01573051e-08,+8.01573051E-08,0.053
2026-08-25T15:30:06.253+09:00,32.656000,8.28578453e-08,+8.28578453E-08,0.048
2026-08-25T15:30:06.506+09:00,32.906000,8.62488502e-08,+8.62488502E-08,0.027
2026-08-25T15:30:06.771+09:00,33.172000,8.38058426e-08,+8.38058426E-08,0.043
2026-08-25T15:30:07.023+09:00,33.422000,8.90120386e-08,+8.90120386E-08,0.057
2026-08-25T15:30:07.274+09:00,33.687000,8.17843998e-08,+8.17843998E-08,0.022
2026-08-25T15:30:07.528+09:00,33.937000,8.3954873e-08,+8.39548730E-08,0.018
2026-08-25T15:30:07.793+09:00,34.203000,8.26235828e-08,+8.26235828E-08,0.043
2026-08-25T15:30:08.045+09:00,34.453000,8.14768828e-08,+8.14768828E-08,0.027
2026-08-25T15:30:08.296+09:00,34.703000,9.05917109e-08,+9.05917109E-08,0.025
2026-08-25T15:30:08.548+09:00,34.953000,8.99470743e-08,+8.99470743E-08,0.044
2026-08-25T15:30:08.799+09:00,35.203000,9.43654769e-08,+9.43654769E-08,0.031
2026-08-25T15:30:09.050+09:00,35.453000,9.43985337e-08,+9.43985337E-08,0.024
2026-08-25T15:30:09.302+09:00,35.703000,1.00950935e-07,+1.00950935E-07,0.044
2026-08-25T15:30:09.554+09:00,35.953000,8.47292409e-08,+8.47292409E-08,0.056
2026-08-25T15:30:09.818+09:00,36.219000,9.93023981e-08,+9.93023981E-08,0.028
2026-08-25T15:30:10.068+09:00,36.469000,1.04820646e-07,+1.04820646E-07,0.021
2026-08-25T15:30:10.319+09:00,36.719000,1.08772063e-07,+1.08772063E-07,0.047
2026-08-25T15:30:10.572+09:00,36.984000,1.16277067e-07,+1.16277067E-07,0.023
2026-08-25T15:30:10.823+09:00,37.234000,1.19177325e-07,+1.19177325E-07,0.019
2026-08-25T15:30:11.077+09:00,37.484000,1.18392879e-07,+1.18392879E-07,0.031
2026-08-25T15:30:11.329+09:00,37.734000,1.15933063e-07,+1.15933063E-07,0.017
2026-08-25T15:30:11.580+09:00,37.984000,1.26590607e-07,+1.26590607E-07,0.023
2026-08-25T15:30:11.832+09:00,38.234000,1.30001163e-07,+1.30001163E-07,0.026
2026-08-25T15:30:12.085+09:00,38.484000,1.37245037e-07,+1.37245037E-07,0.020
2026-08-25T15:30:12.336+09:00,38.750000,1.41455659e-07,+1.41455659E-07,0.020
2026-08-25T15:30:12.589+09:00,39.000000,1.39210206e-07,+1.39210206E-07,0.047
2026-08-25T15:30:12.841+09:00,39.250000,1.3558674e-07,+1.35586740E-07,0.020
2026-08-25T15:30:13.093+09:00,39.500000,1.47998919e-07,+1.47998919E-07,0.050
2026-08-25T15:30:13.344+09:00,39.750000,1.39643343e-07,+1.39643343E-07,0.023
2026-08-25T15:30:13.594+09:00,40.000000,1.4779518e-07,+1.47795180E-07,0.022
2026-08-25T15:30:13.846+09:00,40.250000,1.55482144e-07,+1.55482144E-07,0.018
2026-08-25T15:30:14.098+09:00,40.500000,1.45361723e-07,+1.45361723E-07,0.039
2026-08-25T15:30:14.349+09:00,40.750000,1.57296199e-07,+1.57296199E-07,0.034
2026-08-25T15:30:14.600+09:00,41.000000,1.5126448e-07,+1.51264480E-07,0.054
2026-08-25T15:30:14.852+09:00,41.265000,1.57574442e-07,+1.57574442E-07,0.020
2026-08-25T15:30:15.103+09:00,41.515000,1.55454937e-07,+1.55454937E-07,0.054
2026-08-25T15:30:15.355+09:00,41.765000,1.57077847e-07,+1.57077847E-07,0.021
2026-08-25T15:30:15.606+09:00,42.015000,1.57778013e-07,+1.57778013E-07,0.024
2026-08-25T15:30:15.858+09:00,42.265000,1.6630456e-07,+1.66304560E-07,0.024
2026-08-25T15:30:16.110+09:00,42.515000,1.74128361e-07,+1.74128361E-07,0.018
2026-08-25T15:30:16.363+09:00,42.765000,1.52275321e-07,+1.52275321E-07,0.047
2026-08-25T15:30:16.614+09:00,43.015000,1.65983151e-07,+1.65983151E-07,0.023
2026-08-25T15:30:16.864+09:00,43.265000,1.62011022e-07,+1.62011022E-07,0.019
2026-08-25T15:30:17.117+09:00,43.515000,1.56059919e-07,+1.56059919E-07,0.054
2026-08-25T15:30:17.367+09:00,43.781000,1.57783257e-07,+1.57783257E-07,0.023
2026-08-25T15:30:17.618+09:00,44.031000,1.57817927e-07,+1.57817927E-07,0.031
2026-08-25T15:30:17.869+09:00,44.281000,1.47535191e-07,+1.47535191E-07,0.024
2026-08-25T15:30:18.134+09:00,44.547000,1.45491887e-07,+1.45491887E-07,0.065
2026-08-25T15:30:18.386+09:00,44.797000,1.46250984e-07,+1.46250984E-07,0.028
2026-08-25T15:30:18.638+09:00,45.047000,1.46834427e-07,+1.46834427E-07,0.027
2026-08-25T15:30:18.890+09:00,45.297000,1.42898259e-07,+1.42898259E-07,0.020
2026-08-25T15:30:19.143+09:00,45.547000,1.49632787e-07,+1.49632787E-07,0.051
2026-08-25T15:30:19.395+09:00,45.797000,1.42643169e-07,+1.42643169E-07,0.017
2026-08-25T15:30:19.646+09:00,46.047000,1.43504102e-07,+1.43504102E-07,0.052
2026-08-25T15:30:19.901+09:00,46.312000,1.37977704e-07,+1.37977704E-07,0.018
2026-08-25T15:30:20.153+09:00,46.562000,1.23354313e-07,+1.23354313E-07,0.052
2026-08-25T15:30:20.405+09:00,46.812000,1.19709876e-07,+1.19709876E-07,0.019
2026-08-25T15:30:20.656+09:00,47.062000,1.13947807e-07,+1.13947807E-07,0.052
2026-08-25T15:30:20.908+09:00,47.312000,1.22703059e-07,+1.22703059E-07,0.021
2026-08-25T15:30:21.173+09:00,47.578000,1.12351935e-07,+1.12351935E-07,0.030
2026-08-25T15:30:21.423+09:00,47.828000,1.10418619e-07,+1.10418619E-07,0.017
2026-08-25T15:30:21.689+09:00,48.094000,1.17015462e-07,+1.17015462E-07,0.038
2026-08-25T15:30:21.940+09:00,48.344000,1.10095401e-07,+1.10095401E-07,0.029
2026-08-25T15:30:22.192+09:00,48.594000,1.02522814e-07,+1.02522814E-07,0.052
2026-08-25T15:30:22.443+09:00,48.844000,1.01207785e-07,+1.01207785E-07,0.036
2026-08-25T15:30:22.698+09:00,49.109000,9.26800605e-08,+9.26800605E-08,0.050
2026-08-25T15:30:22.949+09:00,49.359000,8.48199929e-08,+8.48199929E-08,0.049
2026-08-25T15:30:23.215+09:00,49.625000,1.04847623e-07,+1.04847623E-07,0.023
2026-08-25T15:30:23.467+09:00,49.875000,9.54639573e-08,+9.54639573E-08,0.025
2026-08-25T15:30:23.721+09:00,50.125000,7.68752038e-08,+7.68752038E-08,0.054
2026-08-25T15:30:23.972+09:00,50.375000,8.53606208e-08,+8.53606208E-08,0.035
2026-08-25T15:30:24.222+09:00,50.625000,8.27612117e-08,+8.27612117E-08,0.024
2026-08-25T15:30:24.487+09:00,50.890000,8.95630489e-08,+8.95630489E-08,0.016
2026-08-25T15:30:24.737+09:00,51.140000,7.70634784e-08,+7.70634784E-08,0.022
2026-08-25T15:30:24.989+09:00,51.390000,7.54531594e-08,+7.54531594E-08,0.043
2026-08-25T15:30:25.241+09:00,51.640000,8.36066844e-08,+8.36066844E-08,0.020
2026-08-25T15:30:25.493+09:00,51.906000,7.07675821e-08,+7.07675821E-08,0.046
2026-08-25T15:30:25.746+09:00,52.156000,7.31351529e-08,+7.31351529E-08,0.056
2026-08-25T15:30:25.996+09:00,52.406000,7.62998579e-08,+7.62998579E-08,0.015
2026-08-25T15:30:26.249+09:00,52.656000,8.02860832e-08,+8.02860832E-08,0.027
2026-08-25T15:30:26.500+09:00,52.906000,8.36040624e-08,+8.36040624E-08,0.045
2026-08-25T15:30:26.752+09:00,53.156000,8.64823446e-08,+8.64823446E-08,0.055
2026-08-25T15:30:27.005+09:00,53.406000,8.84427393e-08,+8.84427393E-08,0.024
2026-08-25T15:30:27.257+09:00,53.656000,8.63662201e-08,+8.63662201E-08,0.057
2026-08-25T15:30:27.509+09:00,53.922000,9.95308878e-08,+9.95308878E-08,0.017
2026-08-25T15:30:27.762+09:00,54.172000,8.68781285e-08,+8.68781285E-08,0.039
2026-08-25T15:30:28.013+09:00,54.422000,9.04613059e-08,+9.04613059E-08,0.019
2026-08-25T15:30:28.279+09:00,54.687000,9.67080241e-08,+9.67080241E-08,0.040
2026-08-25T15:30:28.531+09:00,54.937000,1.0112569e-07,+1.01125690E-07,0.021
2026-08-25T15:30:28.782+09:00,55.187000,1.03587396e-07,+1.03587396E-07,0.038
2026-08-25T15:30:29.048+09:00,55.453000,1.04037443e-07,+1.04037443E-07,0.020
2026-08-25T15:30:29.298+09:00,55.703000,1.16889069e-07,+1.16889069E-07,0.019
2026-08-25T15:30:29.550+09:00,55.953000,1.19541471e-07,+1.19541471E-07,0.017
2026-08-25T15:30:29.803+09:00,56.203000,1.054675e-07,+1.05467500E-07,0.052
2026-08-25T15:30:30.068+09:00,56.469000,1.1651234e-07,+1.16512340E-07,0.019
2026-08-25T15:30:30.322+09:00,56.734000,1.18955025e-07,+1.18955025E-07,0.020
2026-08-25T15:30:30.573+09:00,56.984000,1.21766188e-07,+1.21766188E-07,0.027
2026-08-25T15:30:30.827+09:00,57.234000,1.29072605e-07,+1.29072605E-07,0.058
2026-08-25T15:30:31.079+09:00,57.484000,1.3174773e-07,+1.31747730E-07,0.021
2026-08-25T15:30:31.332+09:00,57.734000,1.35802204e-07,+1.35802204E-07,0.022
2026-08-25T15:30:31.583+09:00,57.984000,1.41652977e-07,+1.41652977E-07,0.035
2026-08-25T15:30:31.836+09:00,58.250000,1.47111302e-07,+1.47111302E-07,0.024
2026-08-25T15:30:32.089+09:00,58.500000,1.35160718e-07,+1.35160718E-07,0.035
2026-08-25T15:30:32.340+09:00,58.750000,1.49954262e-07,+1.49954262E-07,0.021
2026-08-25T15:30:32.606+09:00,59.015000,1.51850337e-07,+1.51850337E-07,0.046
2026-08-25T15:30:32.860+09:00,59.265000,1.49820853e-07,+1.49820853E-07,0.021
2026-08-25T15:30:33.113+09:00,59.515000,1.50621085e-07,+1.50621085E-07,0.017
2026-08-25T15:30:33.365+09:00,59.765000,1.54746595e-07,+1.54746595E-07,0.052
2026-08-25T15:30:33.615+09:00,60.015000,1.61896878e-07,+1.61896878E-07,0.029
2026-08-25T15:30:33.866+09:00,60.265000,1.60537594e-07,+1.60537594E-07,0.028
2026-08-25T15:30:34.118+09:00,60.531000,1.55950176e-07,+1.55950176E-07,0.019
2026-08-25T15:30:34.371+09:00,60.781000,1.66798217e-07,+1.66798217E-07,0.032
2026-08-25T15:30:34.623+09:00,61.031000,1.63294741e-07,+1.63294741E-07,0.026
2026-08-25T15:30:34.875+09:00,61.281000,1.60100542e-07,+1.60100542E-07,0.022
2026-08-25T15:30:35.126+09:00,61.531000,1.57103013e-07,+1.57103013E-07,0.047
2026-08-25T15:30:35.377+09:00,61.781000,1.56327862e-07,+1.56327862E-07,0.031
2026-08-25T15:30:35.630+09:00,62.031000,1.57242733e-07,+1.57242733E-07,0.026
2026-08-25T15:30:35.883+09:00,62.281000,1.65159103e-07,+1.65159103E-07,0.029
2026-08-25T15:30:36.133+09:00,62.547000,1.59667137e-07,+1.59667137E-07,0.038
2026-08-25T15:30:36.386+09:00,62.797000,1.51210426e-07,+1.51210426E-07,0.020
2026-08-25T15:30:36.638+09:00,63.047000,1.44111959e-07,+1.44111959E-07,0.020
2026-08-25T15:30:36.889+09:00,63.297000,1.49604945e-07,+1.49604945E-07,0.049
2026-08-25T15:30:37.141+09:00,63.547000,1.54714071e-07,+1.54714071E-07,0.045
2026-08-25T15:30:37.395+09:00,63.797000,1.38738712e-07,+1.38738712E-07,0.024
2026-08-25T15:30:37.645+09:00,64.047000,1.4314593e-07,+1.43145930E-07,0.023
2026-08-25T15:30:37.897+09:00,64.297000,1.34920257e-07,+1.34920257E-07,0.023
2026-08-25T15:30:38.149+09:00,64.562000,1.3759646e-07,+1.37596460E-07,0.018
2026-08-25T15:30:38.400+09:00,64.812000,1.32099217e-07,+1.32099217E-07,0.031
2026-08-25T15:30:38.653+09:00,65.062000,1.27136381e-07,+1.27136381E-07,0.017
2026-08-25T15:30:38.903+09:00,65.312000,1.31345177e-07,+1.31345177E-07,0.053
2026-08-25T15:30:39.155+09:00,65.562000,1.23158221e-07,+1.23158221E-07,0.021
2026-08-25T15:30:39.406+09:00,65.812000,1.29198279e-07,+1.29198279E-07,0.026
2026-08-25T15:30:39.658+09:00,66.062000,1.18416817e-07,+1.18416817E-07,0.046
2026-08-25T15:30:39.909+09:00,66.312000,1.17054304e-07,+1.17054304E-07,0.029
2026-08-25T15:30:40.163+09:00,66.562000,1.11411012e-07,+1.11411012E-07,0.049
2026-08-25T15:30:40.415+09:00,66.828000,1.17670226e-07,+1.17670226E-07,0.051
2026-08-25T15:30:40.666+09:00,67.078000,1.0665133e-07,+1.06651330E-07,0.014
2026-08-25T15:30:40.931+09:00,67.344000,1.00930694e-07,+1.00930694E-07,0.041
2026-08-25T15:30:41.186+09:00,67.594000,9.60850022e-08,+9.60850022E-08,0.037
2026-08-25T15:30:41.451+09:00,67.859000,9.30489803e-08,+9.30489803E-08,0.039
2026-08-25T15:30:41.703+09:00,68.109000,9.31459136e-08,+9.31459136E-08,0.029
2026-08-25T15:30:41.955+09:00,68.359000,8.59792496e-08,+8.59792496E-08,0.038
2026-08-25T15:30:42.206+09:00,68.609000,8.89781644e-08,+8.89781644E-08,0.020
2026-08-25T15:30:42.458+09:00,68.859000,9.04784203e-08,+9.04784203E-08,0.050
2026-08-25T15:30:42.723+09:00,69.125000,9.2155175e-08,+9.21551750E-08,0.016
2026-08-25T15:30:42.976+09:00,69.375000,8.62065783e-08,+8.62065783E-08,0.053
2026-08-25T15:30:43.230+09:00,69.640000,8.69282749e-08,+8.69282749E-08,0.020
2026-08-25T15:30:43.483+09:00,69.890000,8.06058709e-08,+8.06058709E-08,0.055
2026-08-25T15:30:43.735+09:00,70.140000,8.22452538e-08,+8.22452538E-08,0.027
2026-08-25T15:30:43.987+09:00,70.390000,7.44962896e-08,+7.44962896E-08,0.047
2026-08-25T15:30:44.239+09:00,70.640000,7.80125552e-08,+7.80125552E-08,0.035
2026-08-25T15:30:44.493+09:00,70.906000,7.9708091e-08,+7.97080910E-08,0.025
2026-08-25T15:30:44.745+09:00,71.156000,8.01432933e-08,+8.01432933E-08,0.017
2026-08-25T15:30:44.996+09:00,71.406000,6.83195764e-08,+6.83195764E-08,0.020
2026-08-25T15:30:45.249+09:00,71.656000,8.90765713e-08,+8.90765713E-08,0.022
2026-08-25T15:30:45.500+09:00,71.906000,8.31129085e-08,+8.31129085E-08,0.050
2026-08-25T15:30:45.765+09:00,72.172000,8.26738015e-08,+8.26738015E-08,0.045
2026-08-25T15:30:46.018+09:00,72.422000,8.09824753e-08,+8.09824753E-08,0.052
2026-08-25T15:30:46.268+09:00,72.672000,9.66820217e-08,+9.66820217E-08,0.023
2026-08-25T15:30:46.521+09:00,72.922000,8.50814991e-08,+8.50814991E-08,0.020
2026-08-25T15:30:46.772+09:00,73.172000,9.84241931e-08,+9.84241931E-08,0.046
2026-08-25T15:30:47.025+09:00,73.437000,9.59536927e-08,+9.59536927E-08,0.051
2026-08-25T15:30:47.276+09:00,73.687000,9.85422441e-08,+9.85422441E-08,0.020
2026-08-25T15:30:47.528+09:00,73.937000,1.07953664e-07,+1.07953664E-07,0.027
2026-08-25T15:30:47.780+09:00,74.187000,1.14252271e-07,+1.14252271E-07,0.046
2026-08-25T15:30:48.032+09:00,74.437000,1.13476691e-07,+1.13476691E-07,0.052
2026-08-25T15:30:48.285+09:00,74.687000,1.21121076e-07,+1.21121076E-07,0.037
